Depth (m),351.0,361.0,385.0,413.0,425.0,442.0,460.0,475.0,490.0,510.0,532.0,555.0,583.0,618.0,640.0,655.0,665.0,678.0,711.0
0.000000000000000000e+00,4.334799999999999764e-01,4.343899999999999983e-01,4.779300000000000215e-01,9.453284619999999805e-01,9.320332690000000531e-01,1.057572114999999924e+00,1.174086345999999947e+00,1.185931153999999932e+00,1.172716537999999975e+00,1.168043077000000096e+00,1.144434037999999987e+00,1.138713077000000018e+00,1.124289807999999891e+00,1.058055576999999969e+00,1.009064807999999980e+00,8.919059620000000521e-01,9.758671150000000072e-01,9.555617309999999698e-01,8.674911539999999865e-01
2.000000000000000000e+00,3.117949216559522951e-01,3.296811907627381633e-01,4.096272567059748848e-01,8.467869550459586891e-01,8.430856200442268245e-01,9.628180313893099918e-01,1.075989028928779456e+00,1.093712921798692728e+00,1.082680131424792691e+00,1.053617804842821970e+00,1.011863378490214016e+00,9.773101340722234465e-01,8.856367365014047310e-01,5.646304749878564566e-01,4.926484079106439595e-01,3.831502665258568197e-01,3.675991596148571183e-01,3.316121588659599606e-01,1.294320077786965950e-01
4.000000000000000000e+00,2.242688778500541158e-01,2.502122229856509894e-01,3.510859109837478620e-01,7.585174635691932510e-01,7.626265996791991020e-01,8.765535214290199884e-01,9.860879434629739038e-01,1.008665596881211268e+00,9.995563539856947566e-01,9.504020018962079375e-01,8.946496370546000998e-01,8.387846925202802062e-01,6.976425681881291974e-01,3.013145814031397141e-01,2.405221665573062662e-01,1.645959697473522720e-01,1.384708430814877711e-01,1.150806068726319131e-01,1.931160284502978983e-02
6.000000000000000000e+00,1.613128568771938220e-01,1.898990851937226443e-01,3.009109254166734693e-01,6.794492275902097589e-01,6.898461042518406749e-01,7.980179544632343136e-01,9.036982776776985027e-01,9.302315681326406294e-01,9.228144821299677503e-01,8.572975523539754228e-01,7.910138760789912071e-01,7.198940601124963479e-01,5.495539343487436668e-01,1.607962747106449486e-01,1.174283965531733032e-01,7.070811538961312148e-02,5.216055010513973023e-02,3.993685311016112460e-02,2.881342960249938436e-03
8.000000000000000000e+00,1.160296428257878293e-01,1.441243042690235621e-01,2.579066325430254270e-01,6.086231036799591987e-01,6.240113415289013643e-01,7.265188491941425575e-01,8.281924370859152784e-01,8.578965843844676975e-01,8.519645391009021962e-01,7.733139153808106236e-01,6.993832291817309033e-01,6.178551688015267995e-01,4.329000845555370791e-01,8.580879770378009586e-02,5.733121613871661887e-02,3.037521264721773986e-02,1.964834564970252898e-02,1.385943539651155777e-02,4.299041007214266918e-04
1.000000000000000000e+01,8.345818352550209152e-02,1.093834394191000314e-01,2.210482421586328905e-01,5.451799299953518085e-01,5.644594525600818979e-01,6.614257677816433034e-01,7.589952640044015375e-01,7.911863827368978974e-01,7.865541665645272573e-01,6.975575867206970093e-01,6.183670300264364483e-01,5.302794268855457460e-01,3.410083551312849126e-01,4.579179322791117335e-02,2.799040470978328074e-02,1.304876446331127392e-02,7.401330814034945589e-03,4.809691664494357595e-03,6.414284532135906380e-05
1.200000000000000000e+01,6.003007703673068213e-02,8.301678804165088521e-02,1.894574206162383534e-01,4.883501041492314676e-01,5.105908376661620895e-01,6.021647570063671795e-01,6.955796563514746733e-01,7.296635790634702357e-01,7.261657364201004050e-01,6.292225926802159641e-01,5.467357063610071011e-01,4.551168053243095368e-01,2.686224891564464312e-01,2.443675221119428337e-02,1.366555270555954750e-02,5.605565827522570287e-03,2.788005605938254951e-03,1.669125274275541334e-03,9.570284626305109325e-06
1.400000000000000000e+01,4.317863146320067430e-02,6.300576333449045552e-02,1.623813601774730941e-01,4.374442474883449838e-01,4.618631193546777203e-01,5.482132874814809043e-01,6.374625525031335505e-01,6.729248003106255149e-01,6.704136843540410284e-01,5.675819153519440219e-01,4.834021189604658653e-01,3.906078493467787793e-01,2.116019757135423618e-01,1.304065240815528715e-02,6.671833890388638964e-03,2.408072299491488284e-03,1.050213191930761143e-03,5.792427821915879706e-04,1.427912144676766753e-06
1.600000000000000000e+01,3.105766820679130638e-02,4.781835466062772655e-02,1.391748396411255639e-01,3.918448425315966266e-01,4.177856813786109402e-01,4.990956462901646185e-01,5.842012516226874341e-01,6.205980397902053358e-01,6.189420481127492213e-01,5.119797578506597446e-01,4.274050622572145297e-01,3.352424920072847869e-01,1.666852104099045551e-01,6.959133266180264621e-03,3.257341171632893630e-03,1.034474017075464594e-03,3.956045662735385607e-04,2.010167875905418712e-04,2.130483232767335221e-07
1.800000000000000000e+01,2.233926184680505925e-02,3.629183937206353211e-02,1.192848487533492985e-01,3.509987421258811691e-01,3.779147289544724786e-01,4.543787424236991335e-01,5.353900414343741865e-01,5.723402181249106491e-01,5.714221947768265419e-01,4.618245672719924477e-01,3.778946762499258982e-01,2.877247055715912993e-01,1.313029298318408866e-01,3.713735655293612901e-03,1.590308104597714734e-03,4.443954993503429658e-04,1.490201932892807734e-04,6.975960708623197355e-05,3.178738147177975356e-08
2.000000000000000000e+01,1.606825781437757131e-02,2.754376670538439403e-02,1.022374100002544223e-01,3.144104594512215356e-01,3.418488204034563771e-01,4.136682880349359936e-01,4.906571077533944947e-01,5.278349338551040493e-01,5.275507225259392641e-01,4.165827411445740536e-01,3.341195482895238378e-01,2.469421632698637070e-01,1.034312482794867705e-01,1.981831930769900694e-03,7.764246157492176240e-04,1.909060610349133885e-04,5.613438241412939010e-05,2.420893716965576533e-05,4.742762605645881845e-09
